"city_state_id","Agency Name","Murder","Rape","Robbery","Aggravated Assault","Burglary","Theft","Motor Vehicle Theft","Year","Month","State.x","city_state.x","Agency_Type.x","vio_crime","prop_crime","Agency","State.y","Source.Link","Source.Type","Source.Method","pop23","Latitude","Longitude","Comment","X","ori","pub_agency_name","state_abbr","region_name","division_name","agency_name","state_abb","population_1","group","x7","x8","x9","count_of_murder","population","city_state.y","Agency_Type.y","State"
"San Diego,CA,City","San Diego",3,30,98,313,206,1305,475,2024,2,"CA","San Diego,CA","City",444,1986,"San Diego","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",1378349,NA,NA,"","","CA0371100","San Diego","CA","West","Pacific","san diego","CA",1389024,"city 1,000,000+",NA,NA,NA,NA,1389024,"San Diego, CA","City","West"
"San Diego,CA,County","San Diego",2,16,56,150,207,567,158,2017,3,"CA","San Diego,CA","County",224,932,"San Diego","CA","https://crimestats.arjis.org/default.aspx","Agency Aggregated","Open Source",519218,NA,NA,"See County Sheriff","","CA0370000","San Diego","CA","West","Pacific","san diego","CA",558533,"msa-county 100,000+",NA,NA,NA,NA,558533,"San Diego, CA","County","West"
"San Francisco,CA,City","San Francisco",6,45,241,232,433,3666,409,2017,1,"CA","San Francisco,CA","City",524,4508,"San Francisco","CA","https://www.sanfranciscopolice.org/stay-safe/crime-data/crime-dashboard","Agency Aggregated","Open Source",782846,NA,NA,"","","CA0380100","San Francisco","CA","West","Pacific","san francisco","CA",802856,"city 500,000 thru 999,999",NA,NA,NA,NA,802856,"San Francisco, CA","City","West"
"San Jose,CA,City","San Jose",4,50,101,157,373,1194,877,2017,1,"CA","San Jose,CA","City",312,2444,"San Jose","CA","https://www.sjpd.org/records/crime-stats-maps/police-dashboards","Agency Aggregated","Open Source",952530,NA,NA,"","","CA0431300","San Jose","CA","West","Pacific","san jose","CA",956840,"city 500,000 thru 999,999",NA,NA,NA,NA,956840,"San Jose, CA","City","West"
"San Marcos,TX,City","San Marcos",0,6,7,7,26,128,17,2017,1,"TX","San Marcos,TX","City",20,171,"San Marcos","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",71413,NA,NA,"","","TX1050100","San Marcos","TX","South","West South Central","san marcos","TX",72722,"city 50,000 thru 99,999",NA,NA,NA,NA,72722,"San Marcos, TX","City","South"
"San Mateo,CA,City","San Mateo",0,0,3,19,65,111,13,2017,1,"CA","San Mateo,CA","City",22,189,"San Mateo","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",98883,NA,NA,"","","CA0411600","San Mateo","CA","West","Pacific","san mateo","CA",99929,"city 50,000 thru 99,999",NA,NA,NA,NA,99929,"San Mateo, CA","City","West"
"San Mateo,CA,County","San Mateo",0,6,4,23,43,203,26,2017,1,"CA","San Mateo,CA","County",33,272,"San Mateo","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",127963,NA,NA,"","","CA0410000","San Mateo","CA","West","Pacific","san mateo","CA",136062,"msa-county 100,000+",NA,NA,NA,NA,136062,"San Mateo, CA","County","West"
"San Rafael,CA,City","San Rafael",0,2,10,9,27,108,25,2017,1,"CA","San Rafael,CA","City",21,160,"San Rafael","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",59400,NA,NA,"","","CA0210900","San Rafael","CA","West","Pacific","san rafael","CA",59037,"city 50,000 thru 99,999",NA,NA,NA,NA,59037,"San Rafael, CA","City","West"
"Santa Clara,CA,City","Santa Clara",0,4,3,10,44,235,30,2017,1,"CA","Santa Clara,CA","City",17,309,"Santa Clara","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",126452,NA,NA,"","","CA0431400","Santa Clara","CA","West","Pacific","santa clara","CA",131901,"city 100,000 thru 249,999",NA,NA,NA,NA,131901,"Santa Clara, CA","City","West"
"Santa Cruz,CA,City","Santa Cruz",0,4,9,14,42,221,37,2017,1,"CA","Santa Cruz,CA","City",27,300,"Santa Cruz","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",61754,NA,NA,"","","CA0440200","Santa Cruz","CA","West","Pacific","santa cruz","CA",61346,"city 50,000 thru 99,999",NA,NA,NA,NA,61346,"Santa Cruz, CA","City","West"
"Santa Cruz,CA,County","Santa Cruz",0,4,1,10,43,135,2,2017,1,"CA","Santa Cruz,CA","County",15,180,"Santa Cruz","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",128246,NA,NA,"","","CA0440000","Santa Cruz","CA","West","Pacific","santa cruz","CA",130041,"msa-county 100,000+",NA,NA,NA,NA,130041,"Santa Cruz, CA","County","West"
"Santa Fe,NM,City","Santa Fe",0,NA,2,NA,127,147,18,2017,1,"NM","Santa Fe,NM","City",2,292,"Santa Fe","NM","https://santafenm.gov/police/police-criminal-investigations/police-crime-analyst","Agency Aggregated","Open Source",89657,NA,NA,"Inferred Jun - Dec 2020 from annual average","","NM0260100","Santa Fe","NM","West","Mountain","santa fe","NM",89652,"city 50,000 thru 99,999",NA,NA,NA,NA,89652,"Santa Fe, NM","City","West"
"Santa Maria,CA,City","Santa Maria",0,8,9,16,28,108,54,2017,1,"CA","Santa Maria,CA","City",33,190,"Santa Maria","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",110317,NA,NA,"Inferred Aug - Oct 2019 & Feb 2021 from annual average","","CA0420400","Santa Maria","CA","West","Pacific","santa maria","CA",110056,"city 100,000 thru 249,999",NA,NA,NA,NA,110056,"Santa Maria, CA","City","West"
"Santa Rosa,CA,City","Santa Rosa",0,6,8,52,41,192,39,2017,1,"CA","Santa Rosa,CA","City",66,272,"Santa Rosa","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",176855,NA,NA,"","","CA0490500","Santa Rosa","CA","West","Pacific","santa rosa","CA",175147,"city 100,000 thru 249,999",NA,NA,NA,NA,175147,"Santa Rosa, CA","City","West"
"Sarasota,FL,County","Sarasota",0,1,8,26,42,253,26,2020,11,"FL","Sarasota,FL","County",35,321,"Sarasota","FL","https://www.sarasotasheriff.org/news/crime_crash_statistics/uniform_crime_reporting_statistics.php#revize_document_center_rz1986","Agency Aggregated","Open Source",294526,NA,NA,"","","FL0580000","Sarasota","FL","South","South Atlantic","sarasota","FL",302725,"msa-county 100,000+",NA,NA,NA,NA,302725,"Sarasota, FL","County","South"
"Schaumburg,IL,City","Schaumburg",0,1,5,1,6,92,4,2017,1,"IL","Schaumburg,IL","City",7,102,"Schaumburg","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",75140,NA,NA,"Inferred Jan-Mar 2021 from annual average","","IL0162A00","Schaumburg","IL","Midwest","East North Central","schaumburg","IL",74882,"city 50,000 thru 99,999",NA,NA,NA,NA,74882,"Schaumburg, IL","City","Midwest"
"Scottsdale,AZ,City","Scottsdale",2,11,14,19,85,393,27,2017,1,"AZ","Scottsdale,AZ","City",46,505,"Scottsdale","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",243644,NA,NA,"","","AZ0072500","Scottsdale","AZ","West","Mountain","scottsdale","AZ",245237,"city 100,000 thru 249,999",NA,NA,NA,NA,245237,"Scottsdale, AZ","City","West"
"Scranton,PA,City","Scranton",0,1,9,3,38,84,12,2017,1,"PA","Scranton,PA","City",13,134,"Scranton","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",75687,NA,NA,"","","PA0350400","Scranton","PA","Northeast","Middle Atlantic","scranton","PA",75683,"city 50,000 thru 99,999",NA,NA,NA,NA,75683,"Scranton, PA","City","Northeast"
"Seattle,WA,City","Seattle",2,33,114,181,673,2312,310,2017,1,"WA","Seattle,WA","City",330,3295,"Seattle","WA","https://www.seattle.gov/police/information-and-data/data/crime-dashboard","Agency Aggregated","Open Source",753786,NA,NA,"","","WASPD0000","Seattle","WA","West","Pacific","seattle","WA",760058,"city 500,000 thru 999,999",NA,NA,NA,NA,760058,"Seattle, WA","City","West"
"Shawnee,KS,City","Shawnee",0,1,1,2,7,58,8,2017,1,"KS","Shawnee,KS","City",4,73,"Shawnee","KS","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",70098,NA,NA,"","","KS0460900","Shawnee","KS","Midwest","West North Central","shawnee","KS",70089,"city 50,000 thru 99,999",NA,NA,NA,NA,70089,"Shawnee, KS","City","Midwest"
"Shelby Township,MI,City","Shelby Township",1,4,1,6,5,37,1,2017,1,"MI","Shelby Township,MI","City",12,43,"Shelby Township","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",79545,NA,NA,"","","MI5074000","Shelby Township","MI","Midwest","East North Central","shelby township","MI",79985,"city 50,000 thru 99,999",NA,NA,NA,NA,79985,"Shelby Township, MI","City","Midwest"
"Shelby,TN,County","Shelby",0,5,5,31,35,106,15,2017,2,"TN","Shelby,TN","County",41,156,"Shelby","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",136188,NA,NA,"","","TN0790000","Shelby","TN","South","East South Central","shelby","TN",135769,"msa-county 100,000+",NA,NA,NA,NA,135769,"Shelby, TN","County","South"
"Shreveport,LA,City","Shreveport",5,16,48,89,270,749,104,2017,1,"LA","Shreveport,LA","City",158,1123,"Shreveport","LA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",176906,NA,NA,"","","LA0090100","Shreveport","LA","South","West South Central","shreveport","LA",172292,"city 100,000 thru 249,999",NA,NA,NA,NA,172292,"Shreveport, LA","City","South"
"Simi Valley,CA,City","Simi Valley",0,0,1,11,31,128,8,2017,1,"CA","Simi Valley,CA","City",12,167,"Simi Valley","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",123443,NA,NA,"","","CA0560900","Simi Valley","CA","West","Pacific","simi valley","CA",124707,"city 100,000 thru 249,999",NA,NA,NA,NA,124707,"Simi Valley, CA","City","West"
"Sioux City,IA,City","Sioux City",0,7,1,10,37,169,29,2017,1,"IA","Sioux City,IA","City",18,235,"Sioux City","IA","From IA","State UCR","Provided by Agency",85365,NA,NA,"","","IA0970100","Sioux City","IA","Midwest","West North Central","sioux city","IA",85708,"city 50,000 thru 99,999",NA,NA,NA,NA,85708,"Sioux City, IA","City","Midwest"
"Sioux Falls,SD,City","Sioux Falls",1,9,12,46,41,291,66,2017,1,"SD","Sioux Falls,SD","City",68,398,"Sioux Falls","SD","https://sdcrime.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",206559,NA,NA,"","","SD0490200","Sioux Falls","SD","Midwest","West North Central","sioux falls","SD",170102,"city 100,000 thru 249,999",NA,NA,NA,NA,170102,"Sioux Falls, SD","City","Midwest"
"Skokie,IL,City","Skokie",0,3,2,14,18,102,2,2017,1,"IL","Skokie,IL","City",19,122,"Skokie","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",64417,NA,NA,"","","IL0164A00","Skokie","IL","Midwest","East North Central","skokie","IL",64047,"city 50,000 thru 99,999",NA,NA,NA,NA,64047,"Skokie, IL","City","Midwest"
"Smith,TX,County","Smith",1,0,5,8,62,119,23,2017,1,"TX","Smith,TX","County",14,204,"Smith","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",111489,NA,NA,"","","TX2120000","Smith","TX","South","West South Central","smith","TX",114593,"msa-county 100,000+",NA,NA,NA,NA,114593,"Smith, TX","County","South"
"Smyrna,TN,City","Smyrna",0,4,8,5,9,93,11,2017,1,"TN","Smyrna,TN","City",17,113,"Smyrna","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58096,NA,NA,"","","TN0750200","Smyrna","TN","South","East South Central","smyrna","TN",58791,"city 50,000 thru 99,999",NA,NA,NA,NA,58791,"Smyrna, TN","City","South"
"Somerville,MA,City","Somerville",0,0,3,17,16,66,6,2017,1,"MA","Somerville,MA","City",20,88,"Somerville","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",79513,NA,NA,"","","MA0093900","Somerville","MA","Northeast","New England","somerville","MA",81766,"city 50,000 thru 99,999",NA,NA,NA,NA,81766,"Somerville, MA","City","Northeast"
"Sonoma,CA,County","Sonoma",0,3,3,16,46,31,2,2021,3,"CA","Sonoma,CA","County",22,79,"Sonoma","CA","https://data.sonomacounty.ca.gov/Public-Safety/Sonoma-County-Sheriff-s-Office-Incident-Data/3rsj-iche/explore/query/SELECT%0A%20%20%60id%60%2C%0A%20%20%60agency_code%60%2C%0A%20%20%60agency%60%2C%0A%20%20%60incident_number%60%2C%0A%20%20%60date_time%60%2C%0A%20%20%60incident_type%60%2C%0A%20%20%60location_type%60%2C%0A%20%20%60city%60%2C%0A%20%20%60intersection%60%2C%0A%20%20%60location%60%2C%0A%20%20%60upload%60/page/filter","Agency RMS","Open Source",131522,NA,NA,"","","CA0490000","Sonoma","CA","West","Pacific","sonoma","CA",138566,"msa-county 100,000+",NA,NA,NA,NA,138566,"Sonoma, CA","County","West"
"South Bend,IN,City","South Bend",0,5,42,29,126,248,52,2017,1,"IN","South Bend,IN","City",76,426,"South Bend","IN","https://southbendin.gov/transparency-and-performance/police-transparency-hub/particrimes/","Agency Aggregated","Open Source",102999,NA,NA,"Inferred Apr-Nov 2021 from annual state total","","IN0710200","South Bend","IN","Midwest","East North Central","south bend","IN",103415,"city 100,000 thru 249,999",NA,NA,NA,NA,103415,"South Bend, IN","City","Midwest"
"South Jordan,UT,City","South Jordan",0,0,0,1,27,106,15,2017,1,"UT","South Jordan,UT","City",1,148,"South Jordan","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",86444,NA,NA,"","","UT0181800","South Jordan","UT","West","Mountain","south jordan","UT",86846,"city 50,000 thru 99,999",NA,NA,NA,NA,86846,"South Jordan, UT","City","West"
"South San Francisco,CA,City","South San Francisco",0,0,9,3,17,86,20,2017,1,"CA","South San Francisco,CA","City",12,123,"South San Francisco","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",62205,NA,NA,"","","CA0411700","South San Francisco","CA","West","Pacific","south san francisco","CA",62229,"city 50,000 thru 99,999",NA,NA,NA,NA,62229,"South San Francisco, CA","City","West"
"Southaven,MS,City","Southaven",3,2,4,2,22,126,3,2017,1,"MS","Southaven,MS","City",11,151,"Southaven","MS","https://mscrimestats.dps.ms.gov/public/View/dispview.aspx","State UCR","Open Source",57135,NA,NA,"","","MS0170100","Southaven","MS","South","East South Central","southaven","MS",57537,"city 50,000 thru 99,999",NA,NA,NA,NA,57537,"Southaven, MS","City","South"
"Southfield,MI,City","Southfield",1,3,4,5,18,100,21,2017,1,"MI","Southfield,MI","City",13,139,"Southfield","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",74960,NA,NA,"","","MI6375100","Southfield","MI","Midwest","East North Central","southfield","MI",75454,"city 50,000 thru 99,999",NA,NA,NA,NA,75454,"Southfield, MI","City","Midwest"
"Spokane,WA,City","Spokane",1,17,35,80,190,851,167,2017,1,"WA","Spokane,WA","City",133,1208,"Spokane","WA","https://my.spokanecity.org/police/","Agency RMS","Provided by Agency",230648,NA,NA,"","","WA0320400","Spokane","WA","West","Pacific","spokane","WA",229529,"city 100,000 thru 249,999",NA,NA,NA,NA,229529,"Spokane, WA","City","West"
"Spotsylvania,VA,County","Spotsylvania",0,4,1,11,0,88,7,2020,12,"VA","Spotsylvania,VA","County",16,95,"Spotsylvania","VA","From VA","State UCR","Provided by State UCR Program",149957,NA,NA,"","","VA0880000","Spotsylvania","VA","South","South Atlantic","spotsylvania","VA",153892,"msa-county 100,000+",NA,NA,NA,NA,153892,"Spotsylvania, VA","County","South"
"Spring Hill,TN,City","Spring Hill",0,0,0,8,5,30,1,2017,1,"TN","Spring Hill,TN","City",8,36,"Spring Hill","TN","https://crimeinsight.tbi.tn.gov/public/View/dispview.aspx","State UCR","Open Source",58200,NA,NA,"","","TN0600300","Spring Hill","TN","South","East South Central","spring hill","TN",39373,"city 50,000 thru 99,999",NA,NA,NA,NA,39373,"Spring Hill, TN","City","South"
"Springfield,IL,City","Springfield",0,10,17,57,80,286,22,2017,1,"IL","Springfield,IL","City",84,388,"Springfield","IL","https://ilucr.nibrs.com/AdvancedSearch/AdvancedSearch","State UCR","Open Source",112781,NA,NA,"","","IL0840200","Springfield","IL","Midwest","East North Central","springfield","IL",111965,"city 100,000 thru 249,999",NA,NA,NA,NA,111965,"Springfield, IL","City","Midwest"
"Springfield,OH,City","Springfield",1,4,9,14,88,202,35,2017,1,"OH","Springfield,OH","City",28,325,"Springfield","OH","https://ocjs.ohio.gov/","State UCR","Provided by State UCR Program",57866,NA,NA,"","","OH0120200","Springfield","OH","Midwest","East North Central","springfield","OH",57911,"city 50,000 thru 99,999",NA,NA,NA,NA,57911,"Springfield, OH","City","Midwest"
"St Charles,MO,City","St Charles",0,4,0,6,50,123,13,2017,1,"MO","St Charles,MO","City",10,186,"St Charles","MO","https://showmecrime.mo.gov/","State UCR","Open Source",71408,NA,NA,"","","MO0920300","St Charles","MO","Midwest","West North Central","st. charles","MO",72143,"city 50,000 thru 99,999",NA,NA,NA,NA,72143,"St Charles, MO","City","Midwest"
"St Charles,MO,County","St Charles",0,1,1,7,14,54,8,2017,4,"MO","St Charles,MO","County",9,76,"St Charles","MO","https://showmecrime.mo.gov/","State UCR","Open Source",119730,NA,NA,"","","MO0922400","St Charles","MO","Midwest","West North Central",NA,NA,NA,NA,NA,NA,NA,NA,119730,"St Charles, MO","County","MO"
"St Joseph,MO,City","St Joseph",0,5,11,16,41,290,65,2017,1,"MO","St Joseph,MO","City",32,396,"St Joseph","MO","https://showmecrime.mo.gov/","State UCR","Open Source",69925,NA,NA,"","","MO0110100","St Joseph","MO","Midwest","West North Central","st. joseph","MO",70139,"city 50,000 thru 99,999",NA,NA,NA,NA,70139,"St Joseph, MO","City","Midwest"
"St Louis,MO,City","St Louis",16,22,144,268,288,1000,247,2017,1,"MO","St Louis,MO","City",450,1535,"St Louis","MO","https://showmecrime.mo.gov/","State UCR","Open Source",280108,NA,NA,"","","MOSPD0000","St Louis","MO","Midwest","West North Central","st. louis","MO",277294,"city 250,000 thru 499,999",NA,NA,NA,NA,277294,"St Louis, MO","City","Midwest"
"St Louis,MO,County","St Louis",2,19,40,111,132,476,76,2017,9,"MO","St Louis,MO","County",172,684,"St Louis","MO","https://showmecrime.mo.gov/","State UCR","Open Source",398969,NA,NA,"","","MO0950000","St Louis","MO","Midwest","West North Central","st. louis county pol dep","MO",402510,"msa-county 100,000+",NA,NA,NA,NA,398969,"St Louis, MO","County","MO"
"St Peters,MO,City","St Peters",0,8,1,18,16,110,19,2017,1,"MO","St Peters,MO","City",27,145,"St Peters","MO","https://showmecrime.mo.gov/","State UCR","Open Source",58937,NA,NA,"","","MO0920400","St Peters","MO","Midwest","West North Central","st. peters","MO",59993,"city 50,000 thru 99,999",NA,NA,NA,NA,59993,"St Peters, MO","City","Midwest"
"St. Clair Shores,MI,City","St. Clair Shores",0,4,1,3,8,44,6,2017,1,"MI","St. Clair Shores,MI","City",8,58,"St. Clair Shores","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",57257,NA,NA,"","","MI5072200","St. Clair Shores","MI","Midwest","East North Central","st. clair shores","MI",57157,"city 50,000 thru 99,999",NA,NA,NA,NA,57157,"St. Clair Shores, MI","City","Midwest"
"St. Cloud,MN,City","St. Cloud",0,7,4,19,19,173,12,2018,5,"MN","St. Cloud,MN","City",30,204,"St. Cloud","MN","https://cde.state.mn.us/","State UCR","Open Source",69922,NA,NA,"","","MN0730400","St. Cloud","MN","Midwest","West North Central","st. cloud","MN",56509,"city 50,000 thru 99,999",NA,NA,NA,NA,56509,"St. Cloud, MN","City","Midwest"
"St. George,UT,City","St. George",0,4,1,4,20,67,10,2017,1,"UT","St. George,UT","City",9,97,"St. George","UT","https://bci.utah.gov/crime-in-utah-dashboards/","State UCR","Open Source",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"St. George, UT","City",NA
"Stamford,CT,City","Stamford",0,2,7,13,18,134,17,2017,1,"CT","Stamford,CT","City",22,169,"Stamford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",136512,NA,NA,"","","CT0013500","Stamford","CT","Northeast","New England","stamford","CT",136483,"city 100,000 thru 249,999",NA,NA,NA,NA,136483,"Stamford, CT","City","Northeast"
"Stark,OH,County","Stark",0,3,0,1,24,88,7,2020,12,"OH","Stark,OH","County",4,119,"Stark","OH","From OH","State UCR","Provided by State UCR Program",117590,NA,NA,"","","OH0760000","Stark","OH","Midwest","East North Central","stark","OH",115327,"msa-county 100,000+",NA,NA,NA,NA,115327,"Stark, OH","County","Midwest"
"State College,PA,City","State College",0,0,0,3,3,27,0,2017,1,"PA","State College,PA","City",3,30,"State College","PA","https://www.ucr.pa.gov/PAUCRSPUBLIC/SRSReport/CrimeTrends","State UCR","Open Source",58532,NA,NA,"","","PA0140300","State College","PA","Northeast","Middle Atlantic","state college","PA",57580,"city 50,000 thru 99,999",NA,NA,NA,NA,57580,"State College, PA","City","Northeast"
"Sterling Heights,MI,City","Sterling Heights",1,2,2,8,18,83,9,2017,1,"MI","Sterling Heights,MI","City",13,110,"Sterling Heights","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",131801,NA,NA,"","","MI5076500","Sterling Heights","MI","Midwest","East North Central","sterling heights","MI",133058,"city 100,000 thru 249,999",NA,NA,NA,NA,133058,"Sterling Heights, MI","City","Midwest"
"Stockton,CA,City","Stockton",0,7,73,222,201,622,192,2017,1,"CA","Stockton,CA","City",302,1015,"Stockton","CA","https://www.stocktonca.gov/services/police_department/police_news___information/statistical_reports.php#outer-629","Agency Aggregated","Open Source",322220,NA,NA,"","","CA0390500","Stockton","CA","West","Pacific","stockton","CA",319069,"city 250,000 thru 499,999",NA,NA,NA,NA,319069,"Stockton, CA","City","West"
"Stratford,CT,City","Stratford",0,2,5,1,9,54,9,2017,1,"CT","Stratford,CT","City",8,72,"Stratford","CT","https://ct.beyond2020.com/ct_public/Dim/dimension.aspx","State UCR","Open Source",52596,NA,NA,"","","CT0013800","Stratford","CT","Northeast","New England","stratford","CT",52531,"city 50,000 thru 99,999",NA,NA,NA,NA,52531,"Stratford, CT","City","Northeast"
"Suffolk,VA,City","Suffolk",0,1,1,21,34,126,6,2017,1,"VA","Suffolk,VA","City",23,166,"Suffolk","VA","https://vsp.virginia.gov/","State UCR","Provided by State UCR Program",100598,NA,NA,"","","VA1270000","Suffolk","VA","South","South Atlantic","suffolk","VA",103506,"city 100,000 thru 249,999",NA,NA,NA,NA,103506,"Suffolk, VA","City","South"
"Sugar Land,TX,City","Sugar Land",0,0,2,1,17,97,6,2017,1,"TX","Sugar Land,TX","City",3,120,"Sugar Land","TX","https://txucr.nibrs.com/SRSReport/CrimeTrends","State UCR","Open Source",108718,NA,NA,"","","TX0790500","Sugar Land","TX","South","West South Central","sugar land","TX",107757,"city 100,000 thru 249,999",NA,NA,NA,NA,107757,"Sugar Land, TX","City","South"
"Sunnyvale,CA,City","Sunnyvale",0,1,3,4,51,154,26,2017,1,"CA","Sunnyvale,CA","City",8,231,"Sunnyvale","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",152031,NA,NA,"","","CA0431600","Sunnyvale","CA","West","Pacific","sunnyvale","CA",150893,"city 100,000 thru 249,999",NA,NA,NA,NA,150893,"Sunnyvale, CA","City","West"
"Surprise,AZ,City","Surprise",0,0,3,3,23,238,15,2017,1,"AZ","Surprise,AZ","City",6,276,"Surprise","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",159346,NA,NA,"","","AZ0072700","Surprise","AZ","West","Mountain","surprise","AZ",163202,"city 100,000 thru 249,999",NA,NA,NA,NA,163202,"Surprise, AZ","City","West"
"Tacoma,WA,City","Tacoma",3,NA,30,87,169,799,210,2017,1,"WA","Tacoma,WA","City",120,1178,"Tacoma","WA","https://public.tableau.com/app/profile/city.of.tacoma/viz/TacomaPoliceCrimeDashboard/CrimeDashboard-IntroPage","Agency Aggregated","Open Source",222828,NA,NA,"","","WA0270300","Tacoma","WA","West","Pacific","tacoma","WA",223980,"city 100,000 thru 249,999",NA,NA,NA,NA,223980,"Tacoma, WA","City","West"
"Taunton,MA,City","Taunton",0,2,1,8,8,30,6,2017,1,"MA","Taunton,MA","City",11,44,"Taunton","MA","https://www.mass.gov/crime-statistics","State UCR","Provided by State UCR Program",60356,NA,NA,"","","MA0031900","Taunton","MA","Northeast","New England","taunton","MA",61874,"city 50,000 thru 99,999",NA,NA,NA,NA,61874,"Taunton, MA","City","Northeast"
"Taylor,MI,City","Taylor",0,2,4,26,29,63,12,2017,1,"MI","Taylor,MI","City",32,104,"Taylor","MI","https://www.michigan.gov/msp/divisions/cjic/dashboard-portal/crime-dashboard","State UCR","Open Source",61781,NA,NA,"","","MI8277500","Taylor","MI","Midwest","East North Central","taylor","MI",60602,"city 50,000 thru 99,999",NA,NA,NA,NA,60602,"Taylor, MI","City","Midwest"
"Tempe,AZ,City","Tempe",2,11,23,45,101,566,45,2017,1,"AZ","Tempe,AZ","City",81,712,"Tempe","AZ","https://azcrimestatistics.azdps.gov/","State UCR","Open Source",188144,NA,NA,"","","AZ0072900","Tempe","AZ","West","Mountain","tempe","AZ",191376,"city 100,000 thru 249,999",NA,NA,NA,NA,191376,"Tempe, AZ","City","West"
"Thornton,CO,City","Thornton",0,12,12,69,50,213,76,2017,1,"CO","Thornton,CO","City",93,339,"Thornton","CO","https://coloradocrimestats.state.co.us/public/View/dispview.aspx","State UCR","Open Source",143838,NA,NA,"","","CO0010400","Thornton","CO","West","Mountain","thornton","CO",145847,"city 100,000 thru 249,999",NA,NA,NA,NA,145847,"Thornton, CO","City","West"
"Thousand Oaks,CA,City","Thousand Oaks",0,2,1,6,44,102,11,2017,1,"CA","Thousand Oaks,CA","City",9,157,"Thousand Oaks","CA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",123032,NA,NA,"","","CA0560700","Thousand Oaks","CA","West","Pacific","thousand oaks","CA",122363,"city 100,000 thru 249,999",NA,NA,NA,NA,122363,"Thousand Oaks, CA","City","West"
"Thurston,WA,County","Thurston",0,4,2,16,58,80,16,2017,3,"WA","Thurston,WA","County",22,154,"Thurston","WA","https://cde.ucr.cjis.gov/LATEST/webapp/#/pages/explorer/crime/crime-trend","Crime Data Explorer","Open Source",145385,NA,NA,"","","WA0340000","Thurston","WA","West","Pacific","thurston","WA",149364,"msa-county 100,000+",NA,NA,NA,NA,149364,"Thurston, WA","County","West"
